FilmId,MovieName
351,ProphecyII
352,SpiceWorld(1997)
353,DeepRising(1998)
354,WeddingSinger
355,Sphere(1998)
356,Client
357,OneFlewOvertheCuckoo'sNest(1975)
358,Spawn(1997)
359,Assignment
360,Wonderland(1997)
361,Incognito(1997)
362,BluesBrothers2000(1998)
363,SuddenDeath(1995)
364,AceVentura:WhenNatureCalls(1995)
365,Powder(1995)
366,DangerousMinds(1995)
367,Clueless(1995)
368,Bio-Dome(1996)
369,BlackSheep(1996)
370,MaryReilly(1996)
371,BridgesofMadisonCounty
372,Jeffrey(1995)
373,JudgeDredd(1995)
374,MightyMorphinPowerRangers:TheMovie(1995)
375,Showgirls(1995)
376,Houseguest(1994)
377,Heavyweights(1994)
378,Miracleon34thStreet(1994)
379,TalesFromtheCryptPresents:DemonKnight(1995)
380,StarTrek:Generations(1994)
381,Muriel'sWedding(1994)
382,AdventuresofPriscilla
383,Flintstones
384,NakedGun331/3:TheFinalInsult(1994)
385,TrueLies(1994)
386,AddamsFamilyValues(1993)
387,AgeofInnocence
388,BeverlyHillsCopIII(1994)
389,BlackBeauty(1994)
390,FearofaBlackHat(1993)
391,LastActionHero(1993)
392,ManWithoutaFace
393,Mrs.Doubtfire(1993)
394,RadiolandMurders(1994)
395,RobinHood:MeninTights(1993)
396,SerialMom(1994)
397,StrikingDistance(1993)
398,SuperMarioBros.(1993)
399,ThreeMusketeers
400,LittleRascals
401,BradyBunchMovie
402,Ghost(1990)
403,Batman(1989)
404,Pinocchio(1940)
405,Mission:Impossible(1996)
406,Thinner(1996)
407,SpyHard(1996)
408,CloseShave
409,Jack(1996)
410,Kingpin(1996)
411,NuttyProfessor
412,VeryBradySequel
413,TalesfromtheCryptPresents:BordelloofBlood(1996)
414,MyFavoriteYear(1982)
415,AppleDumplingGang
416,OldYeller(1957)
417,ParentTrap
418,Cinderella(1950)
419,MaryPoppins(1964)
420,AliceinWonderland(1951)
421,WilliamShakespeare'sRomeoandJuliet(1996)
422,AladdinandtheKingofThieves(1996)
423,E.T.theExtra-Terrestrial(1982)
424,ChildrenoftheCorn:TheGathering(1996)
425,BobRoberts(1992)
426,Transformers:TheMovie
427,ToKillaMockingbird(1962)
428,HaroldandMaude(1971)
429,DaytheEarthStoodStill
430,DuckSoup(1933)
431,Highlander(1986)
432,Fantasia(1940)
433,Heathers(1989)
434,ForbiddenPlanet(1956)
435,ButchCassidyandtheSundanceKid(1969)
436,AmericanWerewolfinLondon
437,Amityville1992:It'sAboutTime(1992)
438,Amityville3-D(1983)
439,Amityville:ANewGeneration(1993)
440,AmityvilleII:ThePossession(1982)
441,AmityvilleHorror
442,AmityvilleCurse
443,Birds
444,Blob
445,BodySnatcher
446,BurntOfferings(1976)
447,Carrie(1976)
448,Omen
449,StarTrek:TheMotionPicture(1979)
450,StarTrekV:TheFinalFrontier(1989)
451,Grease(1978)
452,Jaws2(1978)
453,Jaws3-D(1983)
454,BastardOutofCarolina(1996)
455,JackieChan'sFirstStrike(1996)
456,BeverlyHillsNinja(1997)
457,FreeWilly3:TheRescue(1997)
458,Nixon(1995)
459,Cry
460,CrossingGuard
461,Smoke(1995)
462,LikeWaterForChocolate(Comoaguaparachocolate)(1992)
463,SecretofRoanInish
464,Vanyaon42ndStreet(1994)
465,JungleBook
466,RedRockWest(1992)
467,BronxTale
468,Rudy(1993)
469,ShortCuts(1993)
470,Tombstone(1993)
471,CourageUnderFire(1996)
472,Dragonheart(1996)
473,JamesandtheGiantPeach(1996)
474,
475,Trainspotting(1996)
476,FirstWivesClub
477,Matilda(1996)
478,PhiladelphiaStory
479,Vertigo(1958)
480,NorthbyNorthwest(1959)
481,Apartment
482,SomeLikeItHot(1959)
483,Casablanca(1942)
484,MalteseFalcon
485,MyFairLady(1964)
486,Sabrina(1954)
487,RomanHoliday(1953)
488,SunsetBlvd.(1950)
489,Notorious(1946)
490,ToCatchaThief(1955)
491,AdventuresofRobinHood
492,EastofEden(1955)
493,ThinMan
494,HisGirlFriday(1940)
495,AroundtheWorldin80Days(1956)
496,It'saWonderfulLife(1946)
497,BringingUpBaby(1938)
498,AfricanQueen
499,CatonaHotTinRoof(1958)
500,FlyAwayHome(1996)
501,Dumbo(1941)
502,Bananas(1971)
503,Candidate
504,BonnieandClyde(1967)
505,DialMforMurder(1954)
506,RebelWithoutaCause(1955)
507,StreetcarNamedDesire
508,Peoplevs.LarryFlynt
509,MyLeftFoot(1989)
510,MagnificentSeven
511,LawrenceofArabia(1962)
512,WingsofDesire(1987)
513,ThirdMan
514,AnnieHall(1977)
515,Boot
516,LocalHero(1983)
517,Manhattan(1979)
518,Miller'sCrossing(1990)
519,TreasureoftheSierraMadre
520,GreatEscape
521,DeerHunter
522,DownbyLaw(1986)
523,CoolHandLuke(1967)
524,GreatDictator
525,BigSleep
526,Ben-Hur(1959)
527,Gandhi(1982)
528,KillingFields
529,MyLifeasaDog(Mittlivsomhund)-1985
530,ManWhoWouldBeKing
531,Shine(1996)
532,KamaSutra:ATaleofLove(1996)
533,Daytrippers
534,Traveller(1997)
535,AddictedtoLove(1997)
536,Ponette(1996)
537,MyOwnPrivateIdaho(1991)
538,Anastasia(1997)
539,MouseHunt(1997)
540,MoneyTrain(1995)
541,MortalKombat(1995)
542,Pocahontas(1995)
543,Misérables
544,ThingstoDoinDenverwhenYou'reDead(1995)
545,VampireinBrooklyn(1995)
546,BrokenArrow(1996)
547,YoungPoisoner'sHandbook
548,NeverEndingStoryIII
549,RobRoy(1995)
550,DieHard:WithaVengeance(1995)
551,LordofIllusions(1995)
552,Species(1995)
553,WalkintheClouds
554,Waterworld(1995)
555,WhiteMan'sBurden(1995)
556,WildBill(1995)
557,Farinelli:ilcastrato(1994)
558,HeavenlyCreatures(1994)
559,InterviewwiththeVampire(1994)
560,KidinKingArthur'sCourt
561,MaryShelley'sFrankenstein(1994)
562,QuickandtheDead
563,StephenKing'sTheLangoliers(1995)
564,TalesfromtheHood(1995)
565,VillageoftheDamned(1995)
566,ClearandPresentDanger(1994)
567,WesCraven'sNewNightmare(1994)
568,Speed(1994)
569,Wolf(1994)
570,WyattEarp(1994)
571,AnotherStakeout(1993)
572,BlownAway(1994)
573,BodySnatchers(1993)
574,BoxingHelena(1993)
575,CitySlickersII:TheLegendofCurly'sGold(1994)
576,Cliffhanger(1993)
577,Coneheads(1993)
578,DemolitionMan(1993)
579,FatalInstinct(1993)
580,EnglishmanWhoWentUpaHill
581,Kalifornia(1993)
582,Piano
583,RomeoIsBleeding(1993)
584,SecretGarden
585,SoninLaw(1993)
586,TerminalVelocity(1994)
587,HourofthePig
588,BeautyandtheBeast(1991)
589,WildBunch
590,Hellraiser:Bloodline(1996)
591,PrimalFear(1996)
592,TrueCrime(1995)
593,Stalingrad(1993)
594,Heavy(1995)
595,Fan
596,HunchbackofNotreDame
597,Eraser(1996)
598,BigSqueeze
599,PoliceStory4:ProjectS(Chaojijihua)-1993
600,DanielDefoe'sRobinsonCrusoe(1996)
601,ForWhomtheBellTolls(1943)
602,AmericaninParis
603,RearWindow(1954)
604,ItHappenedOneNight(1934)
605,MeetMeinSt.Louis(1944)
606,AllAboutEve(1950)
607,Rebecca(1940)
608,Spellbound(1945)
609,FatheroftheBride(1950)
610,Gigi(1958)
611,Laura(1944)
612,LostHorizon(1937)
613,MyManGodfrey(1936)
614,Giant(1956)
615,39Steps
616,NightoftheLivingDead(1968)
617,BlueAngel
618,Picnic(1955)
619,ExtremeMeasures(1996)
620,Chamber
621,DavyCrockett
622,SwissFamilyRobinson(1960)
623,AngelsintheOutfield(1994)
624,ThreeCaballeros
625,SwordintheStone
626,SoDeartoMyHeart(1949)
627,RobinHood:PrinceofThieves(1991)
628,Sleepers(1996)
629,Victor/Victoria(1982)
630,GreatRace
631,CryingGame
632,Sophie'sChoice(1982)
633,ChristmasCarol
634,Microcosmos:Lepeupledel'herbe(1996)
635,Fog
636,EscapefromNewYork(1981)
637,Howling
638,ReturnofMartinGuerre
639,TinDrum
640,CooktheThiefHisWife&HerLover
641,PathsofGlory(1957)
642,Grifters
643,TheInnocent(1994)
644,ThinBlueLine
645,ParisIsBurning(1990)
646,OnceUponaTimeintheWest(1969)
647,Ran(1985)
648,QuietMan
649,OnceUponaTimeinAmerica(1984)
650,SeventhSeal
651,Glory(1989)
652,RosencrantzandGuildensternAreDead(1990)
653,TouchofEvil(1958)
654,Chinatown(1974)
655,StandbyMe(1986)
656,M(1931)
657,ManchurianCandidate
658,PumpUptheVolume(1990)
659,ArsenicandOldLace(1944)
660,FriedGreenTomatoes(1991)
661,HighNoon(1952)
662,SomewhereinTime(1980)
663,BeingThere(1979)
664,Paris
665,Alien3(1992)
666,BloodForDracula(AndyWarhol'sDracula)(1974)
667,AudreyRose(1977)
668,BloodBeach(1981)
669,BodyParts(1991)
670,BodySnatchers(1993)
671,BrideofFrankenstein(1935)
672,Candyman(1992)
673,CapeFear(1962)
674,CatPeople(1982)
675,Nosferatu(Nosferatu
676,Crucible
677,FireontheMountain(1996)
678,Volcano(1997)
679,ConantheBarbarian(1981)
680,KulltheConqueror(1997)
681,Wishmaster(1997)
682,IKnowWhatYouDidLastSummer(1997)
683,RocketMan(1997)
684,IntheLineofFire(1993)
685,ExecutiveDecision(1996)
686,PerfectWorld
687,McHale'sNavy(1997)
688,LeaveIttoBeaver(1997)
689,Jackal
690,SevenYearsinTibet(1997)
691,DarkCity(1998)
692,AmericanPresident
693,Casino(1995)
694,Persuasion(1995)
695,KickingandScreaming(1995)
696,CityHall(1996)
697,BasketballDiaries
698,BrowningVersion
699,LittleWomen(1994)
700,MiamiRhapsody(1995)
701,Wonderful
702,Barcelona(1994)
703,Widows'Peak(1994)
704,HouseoftheSpirits
705,Singin'intheRain(1952)
706,BadMoon(1996)
707,EnchantedApril(1991)
708,Sex
709,StrictlyBallroom(1992)
710,BetterOffDead...(1985)
711,SubstanceofFire
712,TinMen(1987)
713,Othello(1995)
714,Carrington(1995)
715,ToDieFor(1995)
716,HomefortheHolidays(1995)
717,Juror
718,IntheBleakMidwinter(1995)
719,CanadianBacon(1994)
720,FirstKnight(1995)
721,Mallrats(1995)
722,NineMonths(1995)
723,BoysontheSide(1995)
724,CircleofFriends(1995)
725,ExittoEden(1994)
726,Fluke(1995)
727,ImmortalBeloved(1994)
728,Junior(1994)
729,Nell(1994)
730,QueenMargot(ReineMargot
731,Corrina
732,Dave(1993)
733,GoFish(1994)
734,MadeinAmerica(1993)
735,Philadelphia(1993)
736,Shadowlands(1993)
737,Sirens(1994)
738,Threesome(1994)
739,PrettyWoman(1990)
740,JaneEyre(1996)
741,LastSupper
742,Ransom(1996)
743,Crow:CityofAngels
744,MichaelCollins(1996)
745,RulingClass
746,RealGenius(1985)
747,Benny&Joon(1993)
748,Saint
749,MatchMaker
750,Amistad(1997)
751,TomorrowNeverDies(1997)
752,ReplacementKillers
753,BurntBytheSun(1994)
754,RedCorner(1997)
755,Jumanji(1995)
756,FatheroftheBridePartII(1995)
757,AcrosstheSeaofTime(1995)
758,LawnmowerMan2:BeyondCyberspace(1996)
759,FairGame(1995)
760,Screamers(1995)
761,NickofTime(1995)
762,BeautifulGirls(1996)
763,HappyGilmore(1996)
764,IfLucyFell(1996)
765,Boomerang(1992)
766,ManoftheYear(1995)
767,Addiction
768,Casper(1995)
769,Congo(1995)
770,DevilinaBlueDress(1995)
771,JohnnyMnemonic(1995)
772,Kids(1995)
773,MuteWitness(1994)
774,Prophecy
775,SomethingtoTalkAbout(1995)
776,ThreeWishes(1995)
777,CastleFreak(1995)
778,DonJuanDeMarco(1995)
779,DropZone(1994)
780,Dumb&Dumber(1994)
781,FrenchKiss(1995)
782,LittleOdessa(1994)
783,MilkMoney(1994)
784,BeyondBedlam(1993)
785,OnlyYou(1994)
786,PerezFamily
787,Roommates(1995)
788,RelativeFear(1994)
789,SwimmingwithSharks(1995)
790,TommyBoy(1995)
791,Baby-SittersClub
792,BulletsOverBroadway(1994)
793,Crooklyn(1994)
794,ItCouldHappentoYou(1994)
795,RichieRich(1994)
796,Speechless(1994)
797,Timecop(1994)
798,BadCompany(1995)
799,BoysLife(1995)
800,IntheMouthofMadness(1995)
801,AirUpThere
802,HardTarget(1993)
803,Heaven&Earth(1993)
804,JimmyHollywood(1994)
805,ManhattanMurderMystery(1993)
806,MenaceIISociety(1993)
807,PoeticJustice(1993)
808,Program
809,RisingSun(1993)
810,Shadow
811,Thirty-TwoShortFilmsAboutGlennGould(1993)
812,Andre(1994)
813,CelluloidCloset
814,GreatDayinHarlem
815,OneFineDay(1996)
816,Candyman:FarewelltotheFlesh(1995)
817,Frisk(1995)
818,Girl6(1996)
819,Eddie(1996)
820,SpaceJam(1996)
821,Mrs.Winterbourne(1996)
822,Faces(1968)
823,MulhollandFalls(1996)
824,GreatWhiteHype
825,Arrival
826,Phantom
827,Daylight(1996)
828,Alaska(1996)
829,Fled(1996)
830,Power98(1995)
831,EscapefromL.A.(1996)
832,Bogus(1996)
833,Bulletproof(1996)
834,Halloween:TheCurseofMichaelMyers(1995)
835,GayDivorcee
836,Ninotchka(1939)
837,MeetJohnDoe(1941)
838,IntheLineofDuty2(1987)
839,LochNess(1995)
840,LastManStanding(1996)
841,GlimmerMan
842,Pollyanna(1960)
843,ShaggyDog
844,Freeway(1996)
845,ThatThingYouDo!(1996)
846,ToGillianonHer37thBirthday(1996)
847,LookingforRichard(1996)
848,Murder
849,DaysofThunder(1990)
850,PerfectCandidate
851,TwoorThreeThingsIKnowAboutHer(1966)
852,BloodyChild
853,Braindead(1992)
854,BadTaste(1987)
855,Diva(1981)
856,NightonEarth(1991)
857,ParisWasaWoman(1995)
858,Amityville:Dollhouse(1996)
859,AprilFool'sDay(1986)
860,Believers
861,NosferatuaVenezia(1986)
862,JingleAlltheWay(1996)
863,GardenofFinzi-Contini
864,MyFellowAmericans(1996)
865,IceStorm
866,Michael(1996)
867,WholeWideWorld
868,HeartsandMinds(1996)
869,FoolsRushIn(1997)
870,Touch(1997)
871,VegasVacation(1997)
872,LoveJones(1997)
873,PicturePerfect(1997)
874,CareerGirls(1997)
875,She'sSoLovely(1997)
876,MoneyTalks(1997)
877,ExcessBaggage(1997)
878,ThatDarnCat!(1997)
879,Peacemaker
880,SoulFood(1997)
881,MoneyTalks(1997)
882,WashingtonSquare(1997)
883,TellingLiesinAmerica(1997)
884,YearoftheHorse(1997)
885,Phantoms(1998)
886,LifeLessOrdinary
887,Eve'sBayou(1997)
888,OneNightStand(1997)
889,TangoLesson
890,MortalKombat:Annihilation(1997)
891,Bent(1997)
892,Flubber(1997)
893,ForRicherorPoorer(1997)
894,HomeAlone3(1997)
895,Scream2(1997)
896,SweetHereafter
897,TimeTracers(1995)
898,Postman
899,WinterGuest
900,Kundun(1997)
901,Mr.Magoo(1997)
902,BigLebowski
903,Afterglow(1997)
904,Mavieenrose(MyLifeinPink)(1997)
905,GreatExpectations(1998)
906,Oscar&Lucinda(1997)
907,Vermin(1998)
908,HalfBaked(1998)
909,DangerousBeauty(1998)
910,NilByMouth(1997)
911,Twilight(1998)
912,U.S.Marshalls(1998)
913,LoveandDeathonLongIsland(1997)
914,WildThings(1998)
915,PrimaryColors(1998)
916,LostinSpace(1998)
917,MercuryRising(1998)
918,CityofAngels(1998)
919,CityofLostChildren
920,TwoBits(1995)
921,FarewellMyConcubine(1993)
922,DeadMan(1995)
923,RaisetheRedLantern(1991)
924,WhiteSquall(1996)
925,Unforgettable(1996)
926,DownPeriscope(1996)
927,FlowerofMySecret
928,Craft
929,HarriettheSpy(1996)
930,ChainReaction(1996)
931,IslandofDr.Moreau
932,FirstKid(1996)
933,Funeral
934,Preacher'sWife
935,ParadiseRoad(1997)
936,BrassedOff(1996)
937,ThousandAcres
938,SmileLikeYours
939,MurderintheFirst(1995)
940,Airheads(1994)
941,WithHonors(1994)
942,What'sLoveGottoDowithIt(1993)
943,KillingZoe(1994)
944,RenaissanceMan(1994)
945,Charade(1963)
946,FoxandtheHound
947,BigBlue
948,BootyCall(1997)
949,HowtoMakeanAmericanQuilt(1995)
950,Georgia(1995)
951,IndianintheCupboard
952,BlueintheFace(1995)
953,UnstrungHeroes(1995)
954,Unzipped(1995)
955,BeforeSunrise(1995)
956,Nobody'sFool(1994)
957,PushingHands(1992)
958,ToLive(Huozhe)(1994)
959,DazedandConfused(1993)
960,Naked(1993)
961,Orlando(1993)
962,RubyinParadise(1993)
963,SomeFolksCallItaSlingBlade(1993)
964,MonthbytheLake
965,FunnyFace(1957)
966,AffairtoRemember
967,LittleLordFauntleroy(1936)
968,InspectorGeneral
969,WinniethePoohandtheBlusteryDay(1968)
970,HearMySong(1991)
971,Mediterraneo(1991)
972,PassionFish(1992)
973,GratefulDead(1995)
974,EyeforanEye(1996)
975,Fear(1996)
976,Solo(1996)
977,Substitute
978,Heaven'sPrisoners(1996)
979,TriggerEffect
980,MotherNight(1996)
981,DangerousGround(1997)
982,MaximumRisk(1996)
983,RichMan'sWife
984,ShadowConspiracy(1997)
985,Blood&Wine(1997)
986,Turbulence(1997)
987,Underworld(1997)
988,BeauticianandtheBeast
989,CatsDon'tDance(1997)
990,AnnaKarenina(1997)
991,KeystoTulsa(1997)
992,HeadAboveWater(1996)
993,Hercules(1997)
994,LastTimeICommittedSuicide
995,KissMe
996,BigGreen
997,StuartSavesHisFamily(1995)
998,CabinBoy(1994)
999,CleanSlate(1994)
1000,LightningJack(1994)
1001,Stupids
1002,Pest
1003,ThatDarnCat!(1997)
1004,Geronimo:AnAmericanLegend(1993)
1005,DoubleviedeVéronique
1006,
1007,WaitingforGuffman(1996)
1008,IShotAndyWarhol(1996)
1009,StealingBeauty(1996)
1010,Basquiat(1996)
1011,2DaysintheValley(1996)
1012,PrivateParts(1997)
1013,Anaconda(1997)
1014,RomyandMichele'sHighSchoolReunion(1997)
1015,Shiloh(1997)
1016,ConAir(1997)
1017,TreesLounge(1996)
1018,TieMeUp!TieMeDown!(1990)
1019,Diexueshuangxiong(Killer
1020,Gaslight(1944)
1021,81/2(1963)
1022,Fast
1023,Fathers'Day(1997)
1024,Mrs.Dalloway(1997)
